Date,Price,Open,High,Low,Vol.,Change %
2-Apr-15,533.88,527.75,544.13,522.63,-,0.95%
1-Apr-15,528.88,513.38,528.88,506.13,-,3.12%
31-Mar-15,512.88,531.38,531.5,509.13,-,-3.30%
30-Mar-15,530.38,512.13,530.63,508.63,-,4.46%
27-Mar-15,507.75,499.13,508.88,499.13,-,1.83%
26-Mar-15,498.63,519.38,525.13,498.5,-,-3.90%
25-Mar-15,518.88,523.13,527.88,516.13,-,-0.86%
24-Mar-15,523.38,530.25,531.63,522.63,-,-2.10%
23-Mar-15,534.63,533.75,540.38,531.88,-,0.85%
20-Mar-15,530.13,510.13,530.38,510.13,-,3.67%
19-Mar-15,511.38,516,519.88,505.38,-,0.05%
18-Mar-15,511.13,502.25,512.38,500.88,-,1.49%
17-Mar-15,503.63,516,517.88,503.13,-,-2.23%
16-Mar-15,515.13,503.13,515.38,494.5,-,2.77%
13-Mar-15,501.25,507.63,513.38,498.88,-,-1.18%
12-Mar-15,507.25,498.25,512.63,498.13,-,1.73%
11-Mar-15,498.63,494.13,502.13,493.88,-,0.96%
10-Mar-15,493.88,489.75,496.63,483.38,-,0.77%
9-Mar-15,490.13,484.25,494.88,484.13,-,1.63%
6-Mar-15,482.25,480.88,485.38,479.38,-,0.34%
5-Mar-15,480.63,496.13,496.38,480.38,-,-3.08%
4-Mar-15,495.88,505.75,505.88,494.13,-,-1.69%
3-Mar-15,504.38,501.5,506.88,493.13,-,0.90%
2-Mar-15,499.88,513.75,518.63,499.63,-,-2.37%
27-Feb-15,512,500.5,517.63,498.13,-,2.40%
26-Feb-15,500,496.75,500.88,490.13,-,0.58%
25-Feb-15,497.13,503,505.63,495.13,-,-1.24%
24-Feb-15,503.38,504.63,510.63,502.13,-,-0.05%
23-Feb-15,503.63,507.38,510.38,502.38,-,-1.23%
20-Feb-15,509.88,527.38,531.38,509.63,-,-3.36%
19-Feb-15,527.63,528.38,537.13,523.63,-,-0.09%
18-Feb-15,528.13,538,543.38,523.63,-,-1.29%
17-Feb-15,535,534.75,546.63,531.88,-,0.33%
13-Feb-15,533.25,520.88,534.13,519.75,-,2.47%
12-Feb-15,520.38,523.63,527.5,518.38,-,-0.90%
11-Feb-15,525.13,521,527.88,516.13,-,0.82%
10-Feb-15,520.88,527.88,530.75,518.75,-,-1.56%
9-Feb-15,529.13,527.25,532.13,521.63,-,0.33%
6-Feb-15,527.38,526.13,533.88,516.63,-,0.19%
5-Feb-15,526.38,510.88,527.38,508.88,-,2.78%
4-Feb-15,512.13,514.38,521.63,507.63,-,-0.15%
3-Feb-15,512.88,494.38,515.63,493.38,-,4.06%
2-Feb-15,492.88,502.25,505.38,492.38,-,-2.06%
30-Jan-15,503.25,507.63,511.63,497.38,-,-0.89%
29-Jan-15,507.75,505.63,512.13,501,-,0.47%
28-Jan-15,505.38,519.25,520.38,503.13,-,-2.60%
27-Jan-15,518.88,520.13,524,517.63,-,-0.17%
26-Jan-15,519.75,529.25,534.63,519.38,-,-1.79%
23-Jan-15,529.25,532.88,535.88,526.88,-,-0.84%
22-Jan-15,533.75,536.25,542.38,532.63,-,-0.40%
21-Jan-15,535.88,537.38,544.38,535.63,-,0.09%
20-Jan-15,535.38,532.25,539.63,523.13,-,0.75%
16-Jan-15,531.38,536.25,541.88,531.38,-,-0.47%
15-Jan-15,533.88,540.13,544.88,528.13,-,-0.79%
14-Jan-15,538.13,548.5,549.63,536.13,-,-1.76%
13-Jan-15,547.75,556.13,566.63,547.38,-,-1.35%
12-Jan-15,555.25,564,566.38,554.88,-,-1.27%
9-Jan-15,562.38,568,573.88,562.13,-,-0.88%
8-Jan-15,567.38,580.5,580.5,566,-,-2.03%
7-Jan-15,579.13,594.38,594.38,578.88,-,-2.20%
6-Jan-15,592.13,587.75,603.5,586.38,-,0.59%
5-Jan-15,588.63,579.88,597.38,579.38,-,1.29%
2-Jan-15,581.13,589.38,589.38,574.88,-,-1.48%
31-Dec-14,589.88,601.38,604.63,586.5,-,-2.22%
30-Dec-14,603.25,614.75,615.38,601.13,-,-1.81%
29-Dec-14,614.38,612.5,620.63,608.13,-,0.84%
28-Dec-14,609.25,609.25,609.25,609.25,-,0.00%
26-Dec-14,609.25,614.75,616.5,607.38,-,-0.18%
24-Dec-14,610.38,636,639.63,606.88,-,-4.09%
23-Dec-14,636.38,623.5,636.88,621.13,-,1.84%
22-Dec-14,624.88,629.75,644.5,621.13,-,-1.26%
21-Dec-14,632.88,632.88,632.88,632.88,-,0.00%
19-Dec-14,632.88,653.63,654.25,629.5,-,-3.14%
18-Dec-14,653.38,646.63,676.88,645.88,-,0.69%
17-Dec-14,648.88,623.75,649.88,617.13,-,4.47%
16-Dec-14,621.13,616.38,638.88,615.25,-,0.51%
15-Dec-14,618,606.25,622.63,599.88,-,2.02%
14-Dec-14,605.75,605.75,605.75,605.75,-,0.00%
12-Dec-14,605.75,596.63,613.13,593.63,-,1.61%
11-Dec-14,596.13,581.63,599.88,573.38,-,2.40%
10-Dec-14,582.13,585,585,575.38,-,-0.66%
9-Dec-14,586,595.5,596.13,584.13,-,-1.74%
8-Dec-14,596.38,593.13,605.63,588.13,-,0.51%
7-Dec-14,593.38,593.38,593.38,593.38,-,0.00%
5-Dec-14,593.38,589.13,595.38,582.13,-,0.76%
4-Dec-14,588.88,589.88,591.63,577.63,-,-0.13%
3-Dec-14,589.63,603.88,606.38,585.38,-,-2.28%
2-Dec-14,603.38,605.38,611.5,596.88,-,-0.62%
1-Dec-14,607.13,576.88,607.63,570.38,-,4.97%
30-Nov-14,578.38,578.38,578.38,578.38,-,0.00%
28-Nov-14,578.38,559.25,580.63,558.38,-,2.87%
27-Nov-14,562.25,562.25,562.25,562.25,-,0.00%
26-Nov-14,562.25,558,565.38,555.63,-,0.65%
25-Nov-14,558.63,549.38,558.88,546.13,-,1.73%
24-Nov-14,549.13,553.38,556.88,548.63,-,0.46%
21-Nov-14,546.63,547.13,552.88,540.88,-,-0.09%
20-Nov-14,547.13,537,547.88,532.13,-,1.65%
19-Nov-14,538.25,549.13,549.25,535.13,-,-2.03%
18-Nov-14,549.38,552.13,553,544.38,-,-0.52%
17-Nov-14,552.25,559.38,563.13,551.13,-,-1.49%
14-Nov-14,560.63,552.88,564.63,549.13,-,1.26%
13-Nov-14,553.63,541.75,558.88,537.13,-,2.22%
12-Nov-14,541.63,524.5,545.63,522.88,-,3.36%
11-Nov-14,524,517.5,526.38,511.88,-,0.94%
10-Nov-14,519.13,514.13,523.75,511.38,-,0.90%
7-Nov-14,514.5,517.75,518.63,511.38,-,-1.13%
6-Nov-14,520.38,524.88,527.88,520.13,-,-0.83%
5-Nov-14,524.75,531.38,532.38,518.88,-,-1.39%
4-Nov-14,532.13,537.88,538.63,529.13,-,-1.30%
3-Nov-14,539.13,535.63,539.13,526.88,-,1.48%
31-Oct-14,531.25,535.13,538.88,523.13,-,-0.86%
30-Oct-14,535.88,538.5,545.25,532.88,-,-0.51%
29-Oct-14,538.63,530.88,540.38,527.75,-,1.34%
28-Oct-14,531.5,524,532.88,523.5,-,1.53%
27-Oct-14,523.5,515.88,526.38,510.63,-,0.96%
24-Oct-14,518.5,525.5,539.13,517.38,-,-1.52%
23-Oct-14,526.5,520.88,530.38,519.25,-,0.74%
22-Oct-14,522.63,520.5,528.38,516.13,-,0.55%
21-Oct-14,519.75,513.88,523.63,512.5,-,1.19%
20-Oct-14,513.63,515.38,515.63,507.38,-,-0.44%
17-Oct-14,515.88,517.88,522.13,512.88,-,-0.41%
16-Oct-14,518,506.25,518.13,502.88,-,2.02%
15-Oct-14,507.75,509.88,516,501.63,-,-0.32%
14-Oct-14,509.38,505,509.5,498.38,-,0.84%
13-Oct-14,505.13,498.38,506.13,495.63,-,1.28%
10-Oct-14,498.75,493.5,508.38,488.63,-,1.09%
9-Oct-14,493.38,508.13,508.13,492.13,-,-2.86%
8-Oct-14,507.88,507.13,511.63,502.13,-,0.20%
7-Oct-14,506.88,490.88,509.38,489.38,-,3.15%
6-Oct-14,491.38,485.63,494.63,485,-,1.08%
3-Oct-14,486.13,483.38,488.88,478.13,-,0.49%
2-Oct-14,483.75,478,489.63,477.5,-,1.07%
1-Oct-14,478.63,477.63,483.63,469.63,-,0.00%
30-Sep-14,478.63,480.63,481.75,468.13,-,-0.47%
29-Sep-14,480.88,470.88,482.38,470.75,-,1.26%
26-Sep-14,474.88,473.5,476.13,469,-,0.13%
25-Sep-14,474.25,480.13,483.5,466.38,-,-1.28%
24-Sep-14,480.38,474.25,484.63,473.63,-,0.97%
23-Sep-14,475.75,476.75,479.38,471.13,-,-0.18%
22-Sep-14,476.63,476.5,480.63,469.38,-,0.55%
19-Sep-14,474,487.88,488.13,473.88,-,-2.89%
18-Sep-14,488.13,496.13,498.63,487.88,-,-2.25%
17-Sep-14,499.38,495.88,501.13,494.13,-,0.50%
16-Sep-14,496.88,499.13,508.25,492.38,-,-0.70%
15-Sep-14,500.38,501.25,503.88,496.13,-,-0.42%
12-Sep-14,502.5,507.88,509.38,500.13,-,-1.30%
11-Sep-14,509.13,518.13,519,502.88,-,-2.02%
10-Sep-14,519.63,528.63,529.13,519.25,-,-1.75%
9-Sep-14,528.88,533.38,533.38,523.63,-,-0.91%
8-Sep-14,533.75,534.63,539.13,524.38,-,-0.30%
5-Sep-14,535.38,531.38,541.5,528.38,-,1.04%
4-Sep-14,529.88,535.88,536.88,527.75,-,-1.03%
3-Sep-14,535.38,555,556.13,535.13,-,-3.49%
2-Sep-14,554.75,561.88,565.88,550.88,-,-1.53%
29-Aug-14,563.38,570.38,578.63,561.38,-,-1.31%
28-Aug-14,570.88,562.38,578.63,559.13,-,1.69%
27-Aug-14,561.38,555,562.88,550.88,-,0.99%
26-Aug-14,555.88,553.38,557.88,546.88,-,0.04%
25-Aug-14,555.63,559.88,564.88,552.63,-,1.16%
22-Aug-14,549.25,545.75,562.38,545.75,-,0.50%
21-Aug-14,546.5,539.63,549.63,536.88,-,1.30%
20-Aug-14,539.5,546.13,549.25,534.38,-,-1.30%
19-Aug-14,546.63,540.75,555.88,536.25,-,0.78%
18-Aug-14,542.38,549.75,551.25,540.63,-,-1.68%
15-Aug-14,551.63,535.88,555.88,533.63,-,2.89%
14-Aug-14,536.13,528.5,539.13,528.13,-,1.66%
13-Aug-14,527.38,538.5,544.38,527.38,-,-2.02%
12-Aug-14,538.25,546.63,546.88,534.5,-,-1.55%
11-Aug-14,546.75,548.38,556.38,542.88,-,-0.21%
8-Aug-14,547.88,561.13,561.13,547.13,-,-2.45%
7-Aug-14,561.63,567.63,567.88,558.63,-,-1.06%
6-Aug-14,567.63,553.13,571.88,553.13,-,2.81%
5-Aug-14,552.13,543.88,554.13,538.13,-,1.33%
4-Aug-14,544.88,534.63,553.13,534.63,-,2.08%
3-Aug-14,533.75,533.75,533.75,533.75,-,0.00%
1-Aug-14,533.75,531.25,543.88,530.63,-,0.64%
31-Jul-14,530.38,526.38,536.13,523.5,-,0.45%
30-Jul-14,528,521.63,528.88,519.88,-,1.42%
29-Jul-14,520.63,534.38,535.5,518.63,-,-2.66%
28-Jul-14,534.88,539,543.13,532.13,-,-0.51%
25-Jul-14,537.63,528.88,538.38,526.63,-,1.63%
24-Jul-14,529,530.63,541.88,526.13,-,-0.17%
23-Jul-14,529.88,524.38,530.88,521.63,-,0.95%
22-Jul-14,524.88,529.5,536.63,524.13,-,-1.01%
21-Jul-14,530.25,530.13,531.13,523.88,-,-0.28%
18-Jul-14,531.75,552.13,555.63,531.13,-,-3.54%
17-Jul-14,551.25,537.88,561.38,530.88,-,2.46%
16-Jul-14,538,537.38,544.38,535.88,-,-0.05%
15-Jul-14,538.25,537.88,539.38,530.63,-,-0.02%
14-Jul-14,538.38,527.38,538.88,524.25,-,2.38%
11-Jul-14,525.88,547.5,549.63,525.13,-,-4.15%
10-Jul-14,548.63,551.88,555.88,546.38,-,-0.48%
9-Jul-14,551.25,556.13,558,547.75,-,-0.83%
8-Jul-14,555.88,557.75,560.88,555.63,-,-0.43%
7-Jul-14,558.25,579.5,584.25,556.13,-,-3.67%
6-Jul-14,579.5,579.5,579.5,579.5,-,0.00%
3-Jul-14,579.5,576.38,580.63,572.13,-,0.50%
2-Jul-14,576.63,573.88,576.63,568.88,-,0.61%
1-Jul-14,573.13,578.63,580.88,569.38,-,-0.63%
30-Jun-14,576.75,591.63,592.38,568.75,-,-2.72%
27-Jun-14,592.88,584.63,597.38,583.88,-,1.45%
26-Jun-14,584.38,584.38,589.88,579.88,-,0.04%
25-Jun-14,584.13,580.13,584.63,577.13,-,0.71%
24-Jun-14,580,589.25,589.25,579.38,-,-1.55%
23-Jun-14,589.13,594.63,600.88,587.38,-,0.73%
20-Jun-14,584.88,592.88,594.63,582.88,-,-1.52%
19-Jun-14,593.88,586.25,595.88,585.88,-,1.30%
18-Jun-14,586.25,581.63,597.88,581.63,-,0.82%
17-Jun-14,581.5,581.5,584.63,576.88,-,0.19%
16-Jun-14,580.38,585.75,594.63,580.38,-,-0.81%
13-Jun-14,585.13,585.88,594.38,583.63,-,0.04%
12-Jun-14,584.88,588.38,593.38,584.88,-,-0.68%
11-Jun-14,588.88,602.13,608.38,588.63,-,-2.04%
10-Jun-14,601.13,614.13,615.75,599.38,-,-2.14%
9-Jun-14,614.25,617.13,626.13,607.63,-,-0.83%
6-Jun-14,619.38,605.88,619.38,603.25,-,2.35%
5-Jun-14,605.13,614.38,617.25,605.13,-,-1.43%
4-Jun-14,613.88,611.88,619.38,611.13,-,0.29%
3-Jun-14,612.13,621.63,623.88,611.13,-,-1.33%
2-Jun-14,620.38,625.75,626.13,616.38,-,-1.23%
30-May-14,628.13,633.5,636.63,625.63,-,-0.65%
29-May-14,632.25,638.5,644.63,629.88,-,-1.00%
28-May-14,638.63,638.38,641.63,633.13,-,-0.35%
27-May-14,640.88,644.88,648.38,640.38,-,-1.69%
23-May-14,651.88,660.38,663.38,651.38,-,-1.17%
22-May-14,659.63,665.63,669.38,654.63,-,-0.57%
21-May-14,663.38,668.38,675.63,663.38,-,-0.86%
20-May-14,669.13,674.75,685.88,666.25,-,-0.89%
19-May-14,675.13,671.5,677.63,663.88,-,0.04%
16-May-14,674.88,678.88,682.75,670.63,-,-0.44%
15-May-14,677.88,690.88,690.88,676.88,-,-1.81%
14-May-14,690.38,709.5,709.5,687.88,-,-2.71%
13-May-14,709.63,713.88,715.13,704.13,-,-0.73%
12-May-14,714.88,722.25,722.25,703.75,-,-1.09%
11-May-14,722.75,722.75,722.75,722.75,-,0.00%
9-May-14,722.75,734,738.88,722.13,-,-1.62%
8-May-14,734.63,735,737.63,727.88,-,-0.58%
7-May-14,738.88,736.75,739.63,727.25,-,0.03%
6-May-14,738.63,732.63,743.88,723.88,-,1.55%
5-May-14,727.38,723.13,740,721.63,-,1.59%
2-May-14,716,709.5,720.63,706.13,-,1.04%
1-May-14,708.63,723.25,724.38,701.38,-,-1.78%
30-Apr-14,721.5,715.25,724.63,710.75,-,0.82%
29-Apr-14,715.63,709.25,716.88,704.38,-,0.95%
28-Apr-14,708.88,708.88,716.88,697.38,-,1.14%
25-Apr-14,700.88,689.25,701.63,687.63,-,1.52%
24-Apr-14,690.38,676.88,695.63,671.63,-,2.07%
23-Apr-14,676.38,673.5,679.38,667.88,-,0.59%
22-Apr-14,672.38,668.38,677,662.5,-,0.52%
21-Apr-14,668.88,690.5,690.5,662.88,-,-3.10%
17-Apr-14,690.25,687.63,701.38,686.38,-,0.33%
16-Apr-14,688,700.88,710.88,684.63,-,-1.94%
15-Apr-14,701.63,677.5,702.63,673.88,-,3.47%
14-Apr-14,678.13,665.25,688.5,665.13,-,2.88%
11-Apr-14,659.13,663.25,666.5,656.63,-,-0.47%
10-Apr-14,662.25,669.25,670.88,656.38,-,-0.90%
9-Apr-14,668.25,681.75,687.88,664.13,-,-1.62%
8-Apr-14,679.25,676.38,684.88,668.25,-,0.39%
7-Apr-14,676.63,670.5,679.38,665.63,-,0.95%
4-Apr-14,670.25,674.13,676.25,658.88,-,-0.74%
3-Apr-14,675.25,669.25,677.38,666.63,-,0.99%
2-Apr-14,668.63,687.25,687.63,665.13,-,-2.44%
1-Apr-14,685.38,695.88,697.63,683.63,-,-1.69%
31-Mar-14,697.13,697.13,701.88,677,-,0.29%
28-Mar-14,695.13,707.88,708.25,693.63,-,-2.16%
27-Mar-14,710.5,696.5,713.38,692.13,-,1.88%
26-Mar-14,697.38,708.88,711.63,694.88,-,-1.69%
25-Mar-14,709.38,714.63,716.38,706.63,-,-0.56%
24-Mar-14,713.38,692.5,718.13,687.25,-,3.05%
21-Mar-14,692.25,705.38,707.13,692.13,-,-2.00%
20-Mar-14,706.38,714.63,722.88,694.38,-,-1.29%
19-Mar-14,715.63,691.38,718.38,686.13,-,3.43%
18-Mar-14,691.88,676.25,693.38,672.5,-,2.56%
17-Mar-14,674.63,686.38,694.13,672.63,-,-1.75%
14-Mar-14,686.63,672.63,690.88,669.88,-,2.16%
13-Mar-14,672.13,682.38,696.25,671.13,-,-1.75%
12-Mar-14,684.13,658.5,684.38,652.13,-,3.95%
11-Mar-14,658.13,639.5,667.38,637.13,-,2.89%
10-Mar-14,639.63,654.88,656.38,639.25,-,-2.12%
7-Mar-14,653.5,646,662.88,644.38,-,1.06%
6-Mar-14,646.63,640.88,648.88,636.38,-,0.98%
5-Mar-14,640.38,641,644.38,636.13,-,-0.45%
4-Mar-14,643.25,632,644.63,621.13,-,1.38%
3-Mar-14,634.5,623.63,644.13,615,-,5.68%
28-Feb-14,600.38,590.25,604.88,590.13,-,1.69%
27-Feb-14,590.38,606,606.88,588.38,-,-2.48%
26-Feb-14,605.38,617.38,618.38,605.13,-,-1.92%
25-Feb-14,617.25,617,619.75,605.13,-,0.00%
24-Feb-14,617.25,602.5,617.38,600.75,-,1.21%
21-Feb-14,609.88,616.25,617.38,609.38,-,-0.97%
20-Feb-14,615.88,618.88,620.75,611.63,-,-0.73%
19-Feb-14,620.38,611.88,620.38,609.88,-,1.35%
18-Feb-14,612.13,599.25,613.13,598.88,-,2.45%
14-Feb-14,597.5,594.88,602.88,594.5,-,0.50%
13-Feb-14,594.5,586.38,596.63,585.38,-,1.47%
12-Feb-14,585.88,589.25,598,585.88,-,-0.55%
11-Feb-14,589.13,585.13,590.88,582.88,-,0.62%
10-Feb-14,585.5,574.5,590.5,570.63,-,1.34%
7-Feb-14,577.75,582.13,585.88,567.38,-,-0.37%
6-Feb-14,579.88,586.75,592.88,579.63,-,-1.21%
5-Feb-14,587,584.38,588.63,579.13,-,0.28%
4-Feb-14,585.38,563.63,585.63,562.13,-,3.81%
3-Feb-14,563.88,554.88,564.13,554.13,-,1.60%
31-Jan-14,555,554.13,557.38,551.38,-,0.23%
30-Jan-14,553.75,552,556.63,550.38,-,0.52%
29-Jan-14,550.88,566.63,566.88,550.75,-,-2.65%
28-Jan-14,565.88,564.13,568.88,564.13,-,0.35%
27-Jan-14,563.88,567.13,572.13,563.13,-,-0.42%
24-Jan-14,566.25,571.13,573.13,562.63,-,-0.64%
23-Jan-14,569.88,561.63,577.63,561.63,-,1.56%
22-Jan-14,561.13,562.63,566.63,560.88,-,-0.13%
21-Jan-14,561.88,565.13,567.63,560.88,-,-0.18%
17-Jan-14,562.88,572.88,574.25,562.88,-,-1.62%
16-Jan-14,572.13,568.38,573.63,564.13,-,0.84%
15-Jan-14,567.38,579.5,579.63,566.88,-,-2.07%
14-Jan-14,579.38,571.38,579.63,570.63,-,1.13%
13-Jan-14,572.88,571.75,575.88,570.13,-,0.84%
10-Jan-14,568.13,584.38,590.25,560.88,-,-2.80%
9-Jan-14,584.5,588.13,590.75,578.38,-,-0.53%
8-Jan-14,587.63,603.13,607.13,587.38,-,-2.45%
7-Jan-14,602.38,606.38,609.88,601.88,-,-0.62%
6-Jan-14,606.13,608.13,612.38,605.13,-,-0.08%
3-Jan-14,606.63,596.88,608.88,596.38,-,1.65%
2-Jan-14,596.75,605,605,595.88,-,-1.38%
1-Jan-14,605.13,605.13,605.13,605.13,-,0.00%
31-Dec-13,605.13,601.63,607.13,599.38,-,0.83%
30-Dec-13,600.13,608,609,600.13,-,-1.32%
27-Dec-13,608.13,608.13,609.88,603.38,-,0.39%
26-Dec-13,605.75,606.38,606.63,600.88,-,-0.10%
24-Dec-13,606.38,610.38,611.63,605.88,-,-0.47%
23-Dec-13,609.25,614.5,615.13,608.38,-,-0.71%
20-Dec-13,613.63,610.38,615.63,607.38,-,0.57%
19-Dec-13,610.13,614.88,621.13,610.13,-,-0.37%
18-Dec-13,612.38,618.63,618.88,612.38,-,-1.05%
17-Dec-13,618.88,622.38,626.63,618.88,-,-0.44%
16-Dec-13,621.63,628.63,628.63,621.13,-,-1.19%
13-Dec-13,629.13,633.38,634.88,626.88,-,-0.67%
12-Dec-13,633.38,641,642.5,630.38,-,-1.21%
11-Dec-13,641.13,639.88,643.38,635.38,-,0.25%
10-Dec-13,639.5,649.88,652.13,635.13,-,-1.69%
9-Dec-13,650.5,651.63,657.13,649.38,-,-0.04%
6-Dec-13,650.75,652.13,654.88,649.38,-,-0.13%
5-Dec-13,651.63,662.63,662.88,650.63,-,-1.57%
4-Dec-13,662,668.38,672.13,661.38,-,-1.03%
3-Dec-13,668.88,663.88,669.13,662.13,-,0.91%
2-Dec-13,662.88,668.88,674.63,660.63,-,-0.80%
29-Nov-13,668.25,668.5,670.63,665.13,-,0.55%
27-Nov-13,664.63,656.63,666.88,656.38,-,1.35%
26-Nov-13,655.75,659,660.63,653.38,-,-0.57%
25-Nov-13,659.5,658.63,662.38,657.38,-,0.50%
24-Nov-13,656.25,656.25,656.25,656.25,-,1.12%
22-Nov-13,649,649.38,653.63,648.63,-,0.06%
21-Nov-13,648.63,647.88,653.38,647.38,-,0.33%
20-Nov-13,646.5,650,654.63,646.38,-,-0.54%
19-Nov-13,650,642.75,651.13,642.75,-,1.19%
18-Nov-13,642.38,646.25,649.63,642.38,-,-0.21%
15-Nov-13,643.75,646,648.38,642.88,-,-0.17%
14-Nov-13,644.88,645.88,652.88,644.38,-,-0.06%
13-Nov-13,645.25,646.38,648.88,643.63,-,0.04%
12-Nov-13,645,647,651.88,644.88,-,-0.19%
11-Nov-13,646.25,651.13,659.38,646,-,-0.27%
8-Nov-13,648,653.5,657.75,645.5,-,-0.82%
7-Nov-13,653.38,654,657.13,652.38,-,-0.04%
6-Nov-13,653.63,657,660.38,652.38,-,-0.44%
5-Nov-13,656.5,662.63,665.13,655.25,-,-1.04%
4-Nov-13,663.38,666.5,671.38,662.13,-,-0.56%
1-Nov-13,667.13,667.75,672.13,664.63,-,-0.04%
31-Oct-13,667.38,675.13,676.88,667.13,-,-1.00%
30-Oct-13,674.13,684.88,686,674.13,-,-1.12%
29-Oct-13,681.75,681.25,684.63,676.38,-,0.13%
28-Oct-13,680.88,688.88,691.13,680.88,-,-1.55%
25-Oct-13,691.63,696.38,701.88,690.38,-,-0.70%
24-Oct-13,696.5,701.25,707.88,696.13,-,-0.75%
23-Oct-13,701.75,700.75,710.38,699.75,-,0.16%
22-Oct-13,700.63,699.13,704.13,696.13,-,0.25%
21-Oct-13,698.88,706.13,711.13,694.13,-,-0.90%
18-Oct-13,705.25,686.38,706.38,686.13,-,2.86%
17-Oct-13,685.63,681.25,693.13,680.75,-,0.66%
16-Oct-13,681.13,686.13,687.88,678.38,-,-0.66%
15-Oct-13,685.63,691.88,693.63,685.38,-,-0.90%
14-Oct-13,691.88,691.63,696.13,686.38,-,-0.02%
11-Oct-13,692,684.63,695.38,682.38,-,1.02%
10-Oct-13,685,691.13,695.63,684.13,-,-0.74%
9-Oct-13,690.13,692.5,694.63,687.38,-,-0.43%
8-Oct-13,693.13,694.13,699.63,688.13,-,-0.27%
7-Oct-13,695,686.88,696.13,686.5,-,1.22%
4-Oct-13,686.63,688.75,692.63,684.38,-,-0.29%
3-Oct-13,688.63,685.75,697.88,685.5,-,0.38%
2-Oct-13,686,681,689.63,678,-,0.38%
1-Oct-13,683.38,678.13,683.38,672.63,-,0.63%
30-Sep-13,679.13,681,694,676.88,-,-0.29%
27-Sep-13,681.13,677.63,685.38,675.5,-,0.37%
26-Sep-13,678.63,670.13,678.88,668.63,-,1.34%
25-Sep-13,669.63,657.88,674.88,657.88,-,1.82%
24-Sep-13,657.63,653.75,659.88,649.63,-,0.57%
23-Sep-13,653.88,646.13,656.63,645.38,-,1.24%
20-Sep-13,645.88,656.63,659.13,643.88,-,-1.58%
19-Sep-13,656.25,647.38,662.38,646.63,-,1.67%
18-Sep-13,645.5,642.38,647.88,642,-,0.47%
17-Sep-13,642.5,641.63,651,641.38,-,0.25%
16-Sep-13,640.88,641.13,648.63,638.63,-,0.06%
13-Sep-13,640.5,652.63,652.63,640.13,-,-1.90%
12-Sep-13,652.88,648.13,654.13,637.5,-,0.77%
11-Sep-13,647.88,647.63,652.13,642.13,-,0.25%
10-Sep-13,646.25,641.5,648.13,640.13,-,0.84%
9-Sep-13,640.88,648.38,651.38,639.63,-,-1.04%
6-Sep-13,647.63,639.13,652.88,638.25,-,1.29%
5-Sep-13,639.38,645.75,646.25,637.13,-,-1.08%
4-Sep-13,646.38,647.25,647.25,640.13,-,-0.17%
3-Sep-13,647.5,663,663.63,645.38,-,-1.13%
30-Aug-13,654.88,654.13,658.63,650.38,-,0.08%
29-Aug-13,654.38,660.25,663.5,652.13,-,-0.91%
28-Aug-13,660.38,665.13,669.38,658.63,-,-0.43%
27-Aug-13,663.25,666.13,670.25,661.13,-,-0.58%
26-Aug-13,667.13,651.88,676.38,651.63,-,5.27%
23-Aug-13,633.75,629,637.88,628.5,-,0.52%
22-Aug-13,630.5,640.38,640.38,629.88,-,-1.23%
21-Aug-13,638.38,635.13,646.63,634.38,-,0.61%
20-Aug-13,634.5,641.38,643.75,634.13,-,-0.94%
19-Aug-13,640.5,636.5,642.38,635.25,-,1.43%
16-Aug-13,631.5,637.75,641.13,626.63,-,-0.96%
15-Aug-13,637.63,631.13,641.13,629.13,-,1.15%
14-Aug-13,630.38,626.63,631.75,623.13,-,0.46%
13-Aug-13,627.5,635.88,643.38,626.38,-,-1.22%
12-Aug-13,635.25,633.25,644.88,630.13,-,0.26%
9-Aug-13,633.63,642,644.88,630.63,-,-1.17%
8-Aug-13,641.13,642.5,647.88,640,-,-0.43%
7-Aug-13,643.88,650.25,652.88,639.13,-,-0.94%
6-Aug-13,650,646.13,651,642.38,-,0.74%
5-Aug-13,645.25,659.5,665.38,641.63,-,-2.27%
2-Aug-13,660.25,657.75,667.13,656.5,-,0.17%
1-Aug-13,659.13,663.38,667.38,648.38,-,-0.68%
31-Jul-13,663.63,654.38,665.5,653.63,-,1.16%
30-Jul-13,656,650.38,662.38,650.13,-,0.75%
29-Jul-13,651.13,650.38,655.88,648.63,-,0.29%
26-Jul-13,649.25,648.75,657.38,648.13,-,0.13%
25-Jul-13,648.38,652.63,656.38,648.13,-,-0.73%
24-Jul-13,653.13,653.88,661.63,653.13,-,-0.23%
23-Jul-13,654.63,659.25,659.38,650.63,-,-0.80%
22-Jul-13,659.88,666.38,667.75,655.13,-,-0.60%
19-Jul-13,663.88,660.88,669.88,658.13,-,0.42%
18-Jul-13,661.13,664.25,667.13,656.63,-,-0.62%
17-Jul-13,665.25,669.5,674,664.13,-,-0.60%
16-Jul-13,669.25,671.5,681.25,665.63,-,-0.04%
15-Jul-13,669.5,677.13,677.63,667.63,-,-1.69%
12-Jul-13,681,683.13,687.5,679.88,-,-0.20%
11-Jul-13,682.38,679.13,692.88,676,-,0.63%
10-Jul-13,678.13,676.13,682.13,668.63,-,0.26%
9-Jul-13,676.38,662.88,682.63,662.5,-,2.11%
8-Jul-13,662.38,659,671.25,659,-,0.38%
5-Jul-13,659.88,670.88,672.38,659.38,-,-0.92%
